"district","rooms","price_€","area_sq_m","distance_to_sea_m","avg_pr_per_dist_rooms","price_deviation"
Kestel,"4+1",412500.0,200.0,70.0,378850.0,33650.0
Kestel,"1+1",180000.0,52.0,200.0,145889.58,34110.42000000001
Kestel,"2+1",245000.0,80.0,100.0,210711.54,34288.45999999999
Mahmutlar,"1+1",150000.0,52.0,1200.0,115592.19,34407.81
Alanya(Center),"2+1",238000.0,79.0,325.0,203551.52,34448.48000000001
Oba,"1+1",167000.0,58.0,2800.0,132396.36,34603.640000000014
Gazipaşa,"2+1",159500.0,120.0,700.0,124800.0,34700.0
Avsallar,"3+1",299500.0,145.0,350.0,264750.0,34750.0
Tosmur,"1+1",205000.0,55.0,120.0,170152.75,34847.25
Demirtaş,"1+1",130000.0,60.0,200.0,94937.5,35062.5
Gazipaşa,"1+1",132000.0,45.0,500.0,96399.06,35600.94
Avsallar,"1+1",130000.0,49.0,1400.0,94188.54,35811.46000000001
Mahmutlar,"2+1",200000.0,85.0,600.0,164145.71,35854.29000000001
Kargıcak,"1+1",185000.0,60.0,300.0,149085.94,35914.06
Kargıcak,"1+1",185000.0,70.0,50.0,149085.94,35914.06
Avsallar,"2+1",168000.0,90.0,1500.0,131909.09,36090.91
Alanya(Center),"2+1",239900.0,110.0,1700.0,203551.52,36348.48000000001
Alanya(Center),"2+1",240000.0,87.0,175.0,203551.52,36448.48000000001
Oba,"1+1",169000.0,65.0,3000.0,132396.36,36603.640000000014
Alanya(Center),"1+1",205000.0,74.0,450.0,168298.97,36701.03
Mahmutlar,"1+1",152500.0,70.0,200.0,115592.19,36907.81
Avsallar,"1+1",131500.0,58.0,1200.0,94188.54,37311.46000000001
Oba,"1+1",170000.0,40.0,2150.0,132396.36,37603.640000000014
Oba,"1+1",170000.0,56.0,1300.0,132396.36,37603.640000000014
Mahmutlar,"1+1",153250.0,55.0,900.0,115592.19,37657.81
Kargıcak,"4+1",600000.0,197.0,3000.0,562250.0,37750.0
Konaklı,"2+1",225000.0,130.0,50.0,187250.0,37750.0
Alanya(Center),"2+1",241500.0,90.0,1200.0,203551.52,37948.48000000001
Mahmutlar,"1+1",154000.0,49.0,500.0,115592.19,38407.81
Mahmutlar,"1+1",154000.0,60.0,250.0,115592.19,38407.81
Avsallar,"2+1",170500.0,110.0,2000.0,131909.09,38590.91
Tosmur,"1+1",209000.0,55.0,200.0,170152.75,38847.25
Oba,"2+1",225000.0,86.0,1600.0,186147.54,38852.45999999999
Mahmutlar,"1+1",155000.0,55.0,600.0,115592.19,39407.81
Tosmur,"3+1",404500.0,201.0,300.0,365000.0,39500.0
Gazipaşa,"1+1",136000.0,48.0,1800.0,96399.06,39600.94
Oba,"1+1",172000.0,51.0,2500.0,132396.36,39603.640000000014
Tosmur,"1+1",210000.0,60.0,245.0,170152.75,39847.25
Oba,"2+1",226000.0,110.0,50.0,186147.54,39852.45999999999
Kargıcak,"1+1",189000.0,67.0,50.0,149085.94,39914.06
Cikcilli,"2+1",236500.0,120.0,800.0,195942.31,40557.69
Alanya(Center),"1+1",209000.0,65.0,100.0,168298.97,40701.03
Alanya(Center),"1+1",209000.0,57.0,100.0,168298.97,40701.03
Avsallar,"1+1",135000.0,48.0,500.0,94188.54,40811.46000000001
Mahmutlar,"2+1",205000.0,73.0,50.0,164145.71,40854.29000000001
Mahmutlar,"2+1",205000.0,110.0,584.0,164145.71,40854.29000000001
Mahmutlar,"1+1",157000.0,55.0,250.0,115592.19,41407.81
Cikcilli,"1+1",159500.0,65.0,1700.0,117833.33,41666.67
Alanya(Center),"1+1",210000.0,60.0,370.0,168298.97,41701.03
Alanya(Center),"1+1",210000.0,55.0,150.0,168298.97,41701.03
Mahmutlar,"1+1",157500.0,68.0,600.0,115592.19,41907.81
Mahmutlar,"1+1",157500.0,70.0,400.0,115592.19,41907.81
Mahmutlar,"1+1",157500.0,82.0,400.0,115592.19,41907.81
Avsallar,"1+1",136400.0,51.0,900.0,94188.54,42211.46000000001
Alanya(Center),"3+1",420000.0,230.0,400.0,377776.32,42223.67999999999
Oba,"1+1",175000.0,51.0,2000.0,132396.36,42603.640000000014
Konaklı,"2+1",230000.0,110.0,250.0,187250.0,42750.0
Tosmur,"2+1",209000.0,100.0,50.0,165903.23,43096.76999999999
Tosmur,"2+1",209000.0,100.0,500.0,165903.23,43096.76999999999
Mahmutlar,"1+1",159000.0,46.0,500.0,115592.19,43407.81
Kestel,"1+1",190000.0,47.0,50.0,145889.58,44110.42000000001
Payallar,"1+1",135750.0,56.0,2500.0,91518.52,44231.479999999996
Kestel,"2+1",255000.0,124.0,50.0,210711.54,44288.45999999999
Mahmutlar,"1+1",160000.0,47.0,700.0,115592.19,44407.81
Payallar,"1+1",136500.0,55.0,650.0,91518.52,44981.479999999996
Cikcilli,"1+1",163000.0,45.0,1800.0,117833.33,45166.67
Avsallar,"1+1",140000.0,65.0,950.0,94188.54,45811.46000000001
Mahmutlar,"2+1",210000.0,130.0,1500.0,164145.71,45854.29000000001
Mahmutlar,"2+1",210000.0,125.0,50.0,164145.71,45854.29000000001
Cikcilli,"2+1",242000.0,110.0,1000.0,195942.31,46057.69
Oba,"1+1",178500.0,70.0,1000.0,132396.36,46103.640000000014
Mahmutlar,"1+1",162000.0,60.0,0.0,115592.19,46407.81
Alanya(Center),"1+1",215000.0,67.0,600.0,168298.97,46701.03
Mahmutlar,"2+1",211500.0,140.0,500.0,164145.71,47354.29000000001
Payallar,"1+1",139000.0,65.0,700.0,91518.52,47481.479999999996
Oba,"1+1",180000.0,45.0,3500.0,132396.36,47603.640000000014
Kargıcak,"1+1",198000.0,62.0,100.0,149085.94,48914.06
Oba,"1+1",181500.0,55.0,460.0,132396.36,49103.640000000014
Kestel,"1+1",195000.0,50.0,250.0,145889.58,49110.42000000001
Avsallar,"3+1",314000.0,144.0,1500.0,264750.0,49250.0
Kargıcak,"1+1",198500.0,65.0,50.0,149085.94,49414.06
Alanya(Center),"1+1",218000.0,67.0,600.0,168298.97,49701.03
Mahmutlar,"2+1",214500.0,110.0,500.0,164145.71,50354.29000000001
Mahmutlar,"2+1",214500.0,115.0,50.0,164145.71,50354.29000000001
Cikcilli,"2+1",247000.0,120.0,700.0,195942.31,51057.69
Demirtaş,"1+1",146000.0,60.0,400.0,94937.5,51062.5
Kestel,"1+1",197000.0,55.0,250.0,145889.58,51110.42000000001
Mahmutlar,"2+1",215500.0,105.0,700.0,164145.71,51354.29000000001
Mahmutlar,"2+1",215500.0,142.0,400.0,164145.71,51354.29000000001
Alanya(Center),"1+1",220000.0,50.0,150.0,168298.97,51701.03
Kargıcak,"3+1",405000.0,160.0,100.0,353267.86,51732.140000000014
Kestel,"2+1",262500.0,110.0,100.0,210711.54,51788.45999999999
Alanya(Center),"1+1",220500.0,50.0,150.0,168298.97,52201.03
Oba,"3+1",330000.0,150.0,50.0,277600.0,52400.0
Oba,"1+1",185000.0,45.0,1200.0,132396.36,52603.640000000014
Alanya(Center),"3+1",430500.0,165.0,150.0,377776.32,52723.67999999999
Alanya(Center),"3+1",430500.0,140.0,50.0,377776.32,52723.67999999999
Kestel,"2+1",264000.0,168.0,100.0,210711.54,53288.45999999999
Mahmutlar,"1+1",169500.0,57.0,10.0,115592.19,53907.81
Alanya(Center),"2+1",257500.0,90.0,200.0,203551.52,53948.48000000001
Kestel,"1+1",200200.0,44.0,230.0,145889.58,54310.42000000001
Mahmutlar,"2+1",218500.0,100.0,50.0,164145.71,54354.29000000001
Mahmutlar,"1+1",170000.0,57.0,50.0,115592.19,54407.81
Oba,"1+1",187500.0,57.0,1400.0,132396.36,55103.640000000014
Oba,"2+1",241500.0,90.0,800.0,186147.54,55352.45999999999
Avsallar,"5+1",242000.0,180.0,500.0,186166.67,55833.32999999999
Mahmutlar,"2+1",220000.0,110.0,50.0,164145.71,55854.29000000001
Mahmutlar,"2+1",220500.0,86.0,50.0,164145.71,56354.29000000001
Mahmutlar,"1+1",173500.0,60.0,600.0,115592.19,57907.81
Türkler,"2+1",304500.0,195.0,300.0,246250.0,58250.0
Mahmutlar,"2+1",223000.0,115.0,25.0,164145.71,58854.29000000001
Mahmutlar,"1+1",175000.0,55.0,50.0,115592.19,59407.81
Kargıcak,"1+1",209000.0,62.0,30.0,149085.94,59914.06
Kargıcak,"2+1",299000.0,110.0,1750.0,238600.0,60400.0
Mahmutlar,"2+1",225000.0,102.0,700.0,164145.71,60854.29000000001
Kargıcak,"1+1",210000.0,70.0,50.0,149085.94,60914.06
Mahmutlar,"2+1",226000.0,135.0,50.0,164145.71,61854.29000000001
Mahmutlar,"4+1",352000.0,256.0,400.0,289800.0,62200.0
Alanya(Center),"3+1",440000.0,180.0,1700.0,377776.32,62223.67999999999
Alanya(Center),"3+1",440000.0,140.0,4500.0,377776.32,62223.67999999999
Oba,"3+1",340000.0,152.0,2400.0,277600.0,62400.0
Avsallar,"2+1",195000.0,98.0,800.0,131909.09,63090.91
Avsallar,"1+1",158000.0,47.0,800.0,94188.54,63811.46000000001
Cikcilli,"2+1",260000.0,100.0,800.0,195942.31,64057.69
Alanya(Center),"2+1",268000.0,100.0,200.0,203551.52,64448.48000000001
Alanya(Center),"1+1",233000.0,54.0,50.0,168298.97,64701.03
Avsallar,"1+1",159000.0,50.0,700.0,94188.54,64811.46000000001
Mahmutlar,"2+1",229000.0,120.0,400.0,164145.71,64854.29000000001
Mahmutlar,"1+1",181500.0,68.0,500.0,115592.19,65907.81
Cikcilli,"2+1",262500.0,85.0,1500.0,195942.31,66557.69
Oba,"1+1",199000.0,60.0,400.0,132396.36,66603.64000000001
Alanya(Center),"1+1",235000.0,56.0,50.0,168298.97,66701.03
Kargıcak,"3+1",420000.0,170.0,150.0,353267.86,66732.14000000001
Mahmutlar,"2+1",231000.0,110.0,50.0,164145.71,66854.29000000001
Mahmutlar,"2+1",231000.0,140.0,1500.0,164145.71,66854.29000000001
Avsallar,"2+1",199000.0,110.0,950.0,131909.09,67090.91
Mahmutlar,"1+1",183000.0,53.0,700.0,115592.19,67407.81
Alanya(Center),"1+1",237000.0,69.0,150.0,168298.97,68701.03
Türkler,"2+1",315000.0,120.0,300.0,246250.0,68750.0
Konaklı,"2+1",256500.0,105.0,300.0,187250.0,69250.0
Kargıcak,"1+1",220000.0,84.0,3000.0,149085.94,70914.06
Kargıcak,"1+1",220000.0,55.0,30.0,149085.94,70914.06
Alanya(Center),"1+1",239500.0,43.0,520.0,168298.97,71201.03
Mahmutlar,"1+1",187000.0,97.0,600.0,115592.19,71407.81
Alanya(Center),"1+1",240000.0,50.0,450.0,168298.97,71701.03
Kargıcak,"3+1",425000.0,209.0,2000.0,353267.86,71732.14000000001
Mahmutlar,"2+1",236500.0,140.0,50.0,164145.71,72354.29000000001
Kestel,"4+1",451500.0,170.0,50.0,378850.0,72650.0
Mahmutlar,"1+1",189000.0,72.0,400.0,115592.19,73407.81
Mahmutlar,"2+1",239000.0,115.0,50.0,164145.71,74854.29000000001
Tosmur,"2+1",241500.0,120.0,300.0,165903.23,75596.76999999999
Cikcilli,"4+1",378000.0,220.0,1500.0,302000.0,76000.0
Alanya(Center),"1+1",245000.0,54.0,20.0,168298.97,76701.03
Cikcilli,"2+1",275000.0,180.0,800.0,195942.31,79057.69
Kargıcak,"2+1",319000.0,135.0,1300.0,238600.0,80400.0
Konaklı,"3+1",420000.0,220.0,1000.0,339600.0,80400.0
Mahmutlar,"1+1",196500.0,55.0,50.0,115592.19,80907.81
Tosmur,"1+1",252000.0,60.0,245.0,170152.75,81847.25
Alanya(Center),"2+1",286000.0,117.0,300.0,203551.52,82448.48000000001
Tosmur,"2+1",252000.0,120.0,600.0,165903.23,86096.76999999999
Kargıcak,"3+1",441000.0,200.0,1500.0,353267.86,87732.14000000001
Mahmutlar,"2+1",252000.0,117.0,200.0,164145.71,87854.29000000001
Kestel,"2+1",299000.0,102.0,30.0,210711.54,88288.45999999999
Mahmutlar,"1+1",205000.0,55.0,50.0,115592.19,89407.81
Kargıcak,"1+1",239000.0,60.0,550.0,149085.94,89914.06
Mahmutlar,"2+1",255000.0,90.0,450.0,164145.71,90854.29000000001
Kargıcak,"1+1",240000.0,48.0,70.0,149085.94,90914.06
Kargıcak,"1+1",240000.0,65.0,50.0,149085.94,90914.06
Oba,"4+1",385000.0,220.0,800.0,293527.78,91472.21999999997
Kargıcak,"3+1",445000.0,240.0,1500.0,353267.86,91732.14000000001
Kestel,"1+1",239000.0,60.0,50.0,145889.58,93110.42000000001
Tosmur,"1+1",264000.0,59.0,245.0,170152.75,93847.25
Kestel,"3+1",315000.0,160.0,50.0,221000.0,94000.0
Kestel,"1+1",240000.0,60.0,700.0,145889.58,94110.42000000001
Mahmutlar,"1+1",210000.0,55.0,50.0,115592.19,94407.81
Tosmur,"3+1",460000.0,161.0,50.0,365000.0,95000.0
Mahmutlar,"4+1",385000.0,250.0,250.0,289800.0,95200.0
Tosmur,"1+1",265500.0,58.0,245.0,170152.75,95347.25
Kargıcak,"1+1",245000.0,60.0,1200.0,149085.94,95914.06
Mahmutlar,"1+1",212000.0,58.0,100.0,115592.19,96407.81
Kargıcak,"3+1",450000.0,220.0,4000.0,353267.86,96732.14000000001
Konaklı,"1+1",250000.0,67.0,300.0,153062.5,96937.5
Mahmutlar,"2+1",262500.0,130.0,50.0,164145.71,98354.29000000001
Demirtaş,"2+1",241500.0,110.0,500.0,142200.0,99300.0
Avsallar,"1+1",193500.0,63.0,800.0,94188.54,99311.46
Mahmutlar,"2+1",264000.0,133.0,150.0,164145.71,99854.29000000001
Mahmutlar,"3+1",367500.0,201.0,600.0,266088.24,101411.76000000001
Mahmutlar,"3+1",367500.0,186.0,1500.0,266088.24,101411.76000000001
Mahmutlar,"3+1",367500.0,185.0,250.0,266088.24,101411.76000000001
Türkler,"1+1",260000.0,72.0,300.0,157666.67,102333.32999999999
Oba,"1+1",235000.0,55.0,300.0,132396.36,102603.64000000001
Oba,"1+1",235000.0,55.0,2500.0,132396.36,102603.64000000001
Konaklı,"2+1",290000.0,91.0,300.0,187250.0,102750.0
Oba,"2+1",290000.0,130.0,2500.0,186147.54,103852.45999999999
Alanya(Center),"2+1",310000.0,103.0,700.0,203551.52,106448.48000000001
Oba,"3+1",385000.0,150.0,460.0,277600.0,107400.0
Oba,"1+1",240000.0,59.0,280.0,132396.36,107603.64000000001
Oba,"1+1",240000.0,65.0,350.0,132396.36,107603.64000000001
Kargıcak,"2+1",346500.0,120.0,200.0,238600.0,107900.0
Alanya(Center),"1+1",278000.0,64.0,850.0,168298.97,109701.03
Alanya(Center),"2+1",315000.0,120.0,50.0,203551.52,111448.48000000001
Alanya(Center),"2+1",315000.0,79.0,1800.0,203551.52,111448.48000000001
Mahmutlar,"3+1",378000.0,220.0,200.0,266088.24,111911.76000000001
Kargıcak,"2+1",352000.0,92.0,310.0,238600.0,113400.0
Oba,"2+1",300000.0,110.0,1700.0,186147.54,113852.45999999999
Cikcilli,"2+1",310000.0,94.0,1500.0,195942.31,114057.69
Konaklı,"1+1",268000.0,55.0,700.0,153062.5,114937.5
Alanya(Center),"3+1",495000.0,175.0,300.0,377776.32,117223.68
Oba,"1+1",250000.0,65.0,350.0,132396.36,117603.64000000001
Mahmutlar,"2+1",286000.0,86.0,250.0,164145.71,121854.29000000001
Oba,"1+1",255000.0,47.0,50.0,132396.36,122603.64000000001
Alanya(Center),"1+1",292000.0,50.0,1300.0,168298.97,123701.03
Avsallar,"1+1",219000.0,49.0,350.0,94188.54,124811.46
Kargıcak,"1+1",275000.0,63.0,30.0,149085.94,125914.06
Cikcilli,"3+1",440000.0,150.0,1900.0,313875.0,126125.0
Oba,"3+1",404500.0,140.0,850.0,277600.0,126900.0
Oba,"1+1",260000.0,55.0,50.0,132396.36,127603.64000000001
Kargıcak,"4+1",690000.0,180.0,50.0,562250.0,127750.0
Oba,"1+1",260500.0,53.0,400.0,132396.36,128103.64000000001
Oba,"2+1",318000.0,163.0,900.0,186147.54,131852.46
Oba,"2+1",320000.0,110.0,200.0,186147.54,133852.46
Oba,"2+1",320500.0,110.0,850.0,186147.54,134352.46
Mahmutlar,"2+1",299000.0,145.0,120.0,164145.71,134854.29
Mahmutlar,"2+1",299500.0,130.0,50.0,164145.71,135354.29
Kargıcak,"2+1",374000.0,110.0,30.0,238600.0,135400.0
Mahmutlar,"3+1",401500.0,175.0,400.0,266088.24,135411.76
Mahmutlar,"1+1",253000.0,55.0,50.0,115592.19,137407.81
Mahmutlar,"2+1",304500.0,135.0,50.0,164145.71,140354.29
Mahmutlar,"2+1",304500.0,90.0,20.0,164145.71,140354.29
Mahmutlar,"2+1",304500.0,138.0,350.0,164145.71,140354.29
Avsallar,"1+1",235000.0,55.0,800.0,94188.54,140811.46000000002
Alanya(Center),"3+1",525000.0,181.0,3500.0,377776.32,147223.68
Alanya(Center),"3+1",525000.0,270.0,3800.0,377776.32,147223.68
Alanya(Center),"3+1",525000.0,280.0,4000.0,377776.32,147223.68
Mahmutlar,"2+1",315000.0,103.0,120.0,164145.71,150854.29
Mahmutlar,"2+1",315000.0,90.0,50.0,164145.71,150854.29
Türkler,"2+1",399000.0,157.0,300.0,246250.0,152750.0
Mahmutlar,"1+1",269500.0,63.0,50.0,115592.19,153907.81
Tosmur,"2+1",321000.0,110.0,200.0,165903.23,155096.77
Kargıcak,"4+1",719500.0,250.0,2000.0,562250.0,157250.0
Kestel,"1+1",305000.0,55.0,50.0,145889.58,159110.42
Tosmur,"3+1",525000.0,180.0,50.0,365000.0,160000.0
Oba,"2+1",346500.0,110.0,200.0,186147.54,160352.46
Oba,"3+2",466000.0,210.0,150.0,304166.67,161833.33000000002
Oba,"3+1",441000.0,209.0,200.0,277600.0,163400.0
Alanya(Center),"4+1",749000.0,245.0,4000.0,585346.15,163653.84999999998
Oba,"2+1",350000.0,95.0,50.0,186147.54,163852.46
Tosmur,"2+1",330000.0,110.0,50.0,165903.23,164096.77
Mahmutlar,"1+1",280000.0,61.0,50.0,115592.19,164407.81
Mahmutlar,"3+1",430500.0,190.0,600.0,266088.24,164411.76
Mahmutlar,"2+1",330500.0,73.0,50.0,164145.71,166354.29
Kargıcak,"3+1",524000.0,250.0,3000.0,353267.86,170732.14
Oba,"3+1",450000.0,134.0,200.0,277600.0,172400.0
Oba,"3+1",450000.0,140.0,400.0,277600.0,172400.0
Alanya(Center),"2+1",376000.0,95.0,1500.0,203551.52,172448.48
Alanya(Center),"1+1",342000.0,55.0,150.0,168298.97,173701.03
Oba,"2+1",362500.0,128.0,350.0,186147.54,176352.46
Mahmutlar,"2+1",352000.0,112.0,250.0,164145.71,187854.29
Alanya(Center),"3+1",570000.0,218.0,2000.0,377776.32,192223.68
Alanya(Center),"2+1",399000.0,107.0,400.0,203551.52,195448.48
Oba,"1+1",328000.0,65.0,750.0,132396.36,195603.64
Kargıcak,"1+1",350000.0,56.0,500.0,149085.94,200914.06
Oba,"1+1",335000.0,51.0,1800.0,132396.36,202603.64
Mahmutlar,"2+1",367500.0,132.0,400.0,164145.71,203354.29
Avsallar,"3+1",472500.0,220.0,1000.0,264750.0,207750.0
Mahmutlar,"2+1",374000.0,216.0,20.0,164145.71,209854.29
Cikcilli,"2+1",409000.0,110.0,900.0,195942.31,213057.69
Alanya(Center),"3+1",598500.0,251.0,3500.0,377776.32,220723.68
Kargıcak,"2+1",460000.0,141.0,200.0,238600.0,221400.0
Alanya(Center),"3+1",600000.0,156.0,3000.0,377776.32,222223.68
Oba,"2+1",409500.0,75.0,50.0,186147.54,223352.46
Alanya(Center),"1+1",403000.0,50.0,500.0,168298.97,234701.03
Mahmutlar,"1+1",359000.0,70.0,50.0,115592.19,243407.81
Cikcilli,"3+1",560000.0,180.0,750.0,313875.0,246125.0
Alanya(Center),"1+1",420000.0,51.0,500.0,168298.97,251701.03
Tosmur,"3+1",630000.0,165.0,50.0,365000.0,265000.0
Alanya(Center),"1+1",435000.0,51.0,500.0,168298.97,266701.03
Kargıcak,"3+1",630000.0,170.0,5000.0,353267.86,276732.14
Oba,"3+1",556500.0,145.0,200.0,277600.0,278900.0
Alanya(Center),"4+1",866500.0,290.0,4000.0,585346.15,281153.85
Oba,"4+1",576500.0,200.0,4000.0,293527.78,282972.22
Mahmutlar,"4+1",577500.0,265.0,600.0,289800.0,287700.0
Kestel,"2+1",500000.0,120.0,50.0,210711.54,289288.45999999996
Mahmutlar,"3+2",651000.0,240.0,150.0,356333.33,294666.67
Kargıcak,"4+2",1190000.0,235.0,4500.0,895000.0,295000.0
Mahmutlar,"4+1",586000.0,183.0,500.0,289800.0,296200.0
Kargıcak,"3+1",650000.0,220.0,2000.0,353267.86,296732.14
Mahmutlar,"2+1",467500.0,120.0,50.0,164145.71,303354.29000000004
Mahmutlar,"2+1",472500.0,120.0,50.0,164145.71,308354.29000000004
Oba,"2+1",495000.0,100.0,200.0,186147.54,308852.45999999996
Kargıcak,"3+1",672000.0,240.0,3500.0,353267.86,318732.14
Mahmutlar,"3+1",609000.0,250.0,900.0,266088.24,342911.76
Gazipaşa,"3+1",630000.0,250.0,200.0,287000.0,343000.0
Tosmur,"3+1",715000.0,296.0,100.0,365000.0,350000.0
Konaklı,"3+1",695000.0,200.0,500.0,339600.0,355400.0
Oba,"4+1",650000.0,200.0,4350.0,293527.78,356472.22
Alanya(Center),"3+1",751000.0,110.0,500.0,377776.32,373223.68
Oba,"3+1",660000.0,200.0,5000.0,277600.0,382400.0
Oba,"4+1",690000.0,275.0,8000.0,293527.78,396472.22
Mahmutlar,"2+1",575000.0,110.0,400.0,164145.71,410854.29000000004
Alanya(Center),"4+1",1000000.0,270.0,3000.0,585346.15,414653.85
Alanya(Center),"5+1",1100000.0,260.0,3000.0,677500.0,422500.0
Alanya(Center),"2+1",650000.0,92.0,240.0,203551.52,446448.48
Alanya(Center),"2+1",690000.0,248.0,3500.0,203551.52,486448.48
Kargıcak,"4+1",1050000.0,290.0,2000.0,562250.0,487750.0
Mahmutlar,"3+1",775000.0,165.0,3000.0,266088.24,508911.76
Mahmutlar,"3+1",775000.0,200.0,3000.0,266088.24,508911.76
Alanya(Center),"3+1",940000.0,226.0,3900.0,377776.32,562223.6799999999
Kargıcak,"4+1",1200000.0,272.0,3500.0,562250.0,637750.0
Kestel,"4+1",1200000.0,236.0,2500.0,378850.0,821150.0
Alanya(Center),"4+1",1500000.0,298.0,3000.0,585346.15,914653.85
